epoch,total,score,position,dimension,angle
205,3319.0,1999.0,760.13,454.74,105.19
206,3287.1,1977.3,754.51,451.42,103.84
207,3274.6,1967.7,750.66,452.09,104.19
208,3310.7,2004.7,750.48,452.53,102.99
209,3320.8,2001.2,759.75,455.62,104.29
210,3372.3,2033.3,769.66,463.66,105.62
211,3345.7,2031.0,759.12,452.55,103.04
212,3343.5,2020.5,758.11,460.43,104.46
213,3323.7,2001.7,764.7,456.01,101.26
214,3321.7,2002.9,757.42,456.83,104.61
215,3360.3,2033.9,761.16,462.02,103.25
216,3345.3,2017.1,763.43,461.65,103.09
217,3381.0,2031.9,772.88,470.72,105.43
218,3351.2,2015.5,766.87,464.32,104.51
219,3379.2,2041.6,768.83,463.7,105.1
220,3439.5,2091.5,776.75,467.37,103.82
221,3344.6,2017.3,759.87,465.03,102.41
222,3409.4,2062.9,767.07,477.66,101.72
223,3361.5,2025.8,769.35,462.36,103.98
224,3377.6,2034.2,773.94,465.97,103.45
225,3484.5,2128.4,774.23,476.89,105.02
226,3316.9,1997.4,758.93,458.24,102.36
227,3413.1,2050.1,781.01,477.71,104.28
228,3467.4,2095.9,789.63,475.52,106.41
229,3502.7,2147.0,772.61,479.91,103.2
230,3423.7,2075.8,775.6,468.42,103.9
231,3459.1,2098.0,785.62,470.81,104.7
232,3460.0,2105.0,780.84,470.08,104.09
233,3399.5,2048.1,777.84,470.65,102.98
234,3469.9,2109.5,781.84,475.39,103.17
235,3463.8,2107.9,785.05,468.32,102.57
236,3453.7,2081.0,790.72,478.42,103.59
237,3424.1,2066.2,777.05,475.01,105.84
238,3568.1,2178.7,799.54,482.74,107.17
239,3437.8,2077.7,786.92,469.22,104.02
240,3472.7,2129.3,777.92,463.63,101.88
241,3468.2,2112.2,778.71,474.02,103.26
242,3513.6,2137.8,792.1,480.58,103.09
243,3511.2,2140.1,790.21,477.77,103.17
244,3476.9,2117.3,781.93,476.19,101.48
245,3381.7,2045.4,768.35,466.64,101.23
246,3566.2,2177.2,802.13,479.94,106.91
247,3492.8,2137.9,783.37,469.15,102.47
248,3476.3,2098.3,787.17,488.23,102.62
249,3494.0,2114.7,785.5,491.44,102.33
250,3460.6,2093.4,785.68,478.58,102.94
251,3469.7,2111.0,782.88,471.42,104.38
252,3440.8,2088.5,781.07,469.42,101.81
253,3433.4,2069.0,785.49,476.84,102.12
254,3530.1,2159.0,792.36,476.86,101.93
255,3448.0,2093.0,780.58,473.17,101.32
