epoch,total,score,position,dimension,angle
66,29593.0,26675.0,1203.8,1324.7,389.28
67,29357.0,26469.0,1190.0,1311.8,386.61
68,29146.0,26265.0,1185.3,1311.7,383.91
69,28995.0,26127.0,1181.1,1301.0,385.99
70,28946.0,26099.0,1168.4,1297.5,380.65
71,28478.0,25651.0,1155.4,1297.4,374.66
72,28447.0,25627.0,1150.0,1293.1,376.36
73,28259.0,25454.0,1147.8,1280.5,376.87
74,28234.0,25434.0,1141.2,1283.9,374.51
75,27718.0,24957.0,1122.4,1269.2,368.74
76,27836.0,25057.0,1123.1,1283.6,372.77
77,27770.0,25011.0,1119.8,1270.9,367.58
78,27440.0,24716.0,1105.8,1257.1,360.96
79,27441.0,24718.0,1107.5,1252.4,363.01
80,26986.0,24303.0,1090.6,1235.3,356.77
81,26923.0,24240.0,1085.9,1240.3,357.15
82,26893.0,24210.0,1086.0,1238.8,357.59
83,27023.0,24329.0,1086.7,1248.2,359.29
84,26431.0,23784.0,1069.3,1223.1,354.32
85,26480.0,23829.0,1066.7,1230.9,353.05
86,26158.0,23549.0,1051.9,1209.3,347.16
87,26098.0,23486.0,1051.2,1211.8,348.57
88,25910.0,23312.0,1044.2,1207.3,346.39
89,25755.0,23172.0,1036.7,1201.7,344.76
90,25333.0,22780.0,1021.2,1189.9,341.71
91,25477.0,22918.0,1027.1,1192.5,340.04
92,25318.0,22770.0,1023.2,1185.3,339.22
93,24925.0,22405.0,1007.4,1175.0,337.35
94,25097.0,22566.0,1008.6,1183.3,338.7
95,24902.0,22383.0,1008.0,1176.0,335.0
96,24848.0,22338.0,1002.3,1173.0,334.0
97,24602.0,22106.0,990.29,1170.7,335.17
98,24461.0,21971.0,988.36,1169.4,331.75
99,24157.0,21698.0,976.87,1154.1,327.63
100,24049.0,21591.0,972.01,1159.5,326.09
101,24027.0,21579.0,967.92,1154.0,326.56
102,23906.0,21474.0,963.52,1144.5,324.14
103,23649.0,21221.0,955.08,1149.9,323.19
104,23375.0,20973.0,948.65,1130.9,321.96
105,23405.0,21002.0,941.96,1137.7,323.1
106,23459.0,21044.0,951.15,1141.0,323.67
107,23086.0,20709.0,930.74,1126.6,319.24
108,22942.0,20566.0,928.51,1127.6,319.73
109,22929.0,20547.0,929.51,1133.2,319.02
110,22842.0,20474.0,927.36,1121.8,318.74
111,22648.0,20294.0,917.89,1118.6,317.49
112,22756.0,20396.0,921.74,1118.8,318.61
113,22505.0,20155.0,914.56,1117.4,317.94
114,22420.0,20080.0,911.93,1112.4,315.82
115,22092.0,19791.0,895.51,1096.8,309.16
116,22119.0,19805.0,896.54,1105.9,311.59
117,22210.0,19894.0,903.77,1099.6,312.31
118,21911.0,19607.0,892.44,1099.1,312.54
119,21862.0,19559.0,892.63,1099.7,310.21
120,21981.0,19675.0,894.22,1101.2,310.69
121,21673.0,19391.0,882.14,1089.3,310.59
122,21613.0,19332.0,882.84,1089.4,308.29
123,21652.0,19366.0,882.85,1093.7,308.93
124,21361.0,19094.0,872.63,1086.5,308.3
125,21286.0,19029.0,864.96,1085.6,305.62
126,21327.0,19061.0,871.66,1088.0,306.35
127,21461.0,19192.0,875.52,1084.6,308.98
128,21193.0,18946.0,862.87,1078.1,306.13
129,21137.0,18886.0,865.54,1078.5,307.23
130,20965.0,18734.0,855.24,1074.6,301.7
131,20940.0,18702.0,855.32,1076.6,306.46
132,20791.0,18561.0,850.9,1075.3,304.55
133,20947.0,18715.0,855.82,1070.3,305.83
134,20811.0,18590.0,849.83,1067.0,303.74
135,20902.0,18672.0,853.05,1072.8,304.25
136,20901.0,18675.0,854.06,1068.7,303.54
137,20751.0,18539.0,847.51,1062.5,302.26
138,20758.0,18538.0,847.02,1071.0,301.91
139,20766.0,18547.0,847.09,1070.2,301.35
140,20535.0,18329.0,840.04,1063.6,302.32
141,20499.0,18296.0,839.26,1061.4,302.33
142,20644.0,18417.0,844.31,1077.2,305.47
143,20550.0,18331.0,843.34,1073.2,303.13
144,20586.0,18369.0,843.3,1069.7,304.25
145,20474.0,18271.0,838.24,1063.0,301.05
146,20461.0,18249.0,839.16,1071.1,302.47
147,20695.0,18467.0,847.86,1074.3,306.14
148,20560.0,18350.0,841.64,1067.3,300.73
149,20535.0,18325.0,839.87,1068.1,302.06
150,20675.0,18460.0,844.82,1068.2,302.35
151,20553.0,18336.0,842.07,1072.0,303.55
152,20898.0,18671.0,853.4,1071.1,302.67
153,21027.0,18799.0,853.07,1071.3,303.67
154,21308.0,19053.0,866.93,1082.4,306.02
155,21820.0,19546.0,883.19,1085.2,306.19
156,22156.0,19872.0,888.63,1087.7,307.78
157,22348.0,20036.0,901.11,1100.3,310.38
158,22866.0,20539.0,916.27,1100.1,310.19
159,23098.0,20763.0,917.03,1106.8,311.7
160,23333.0,20970.0,930.34,1121.2,311.89
161,23486.0,21127.0,933.77,1115.3,310.23
162,23685.0,21301.0,944.99,1126.0,313.82
163,23782.0,21403.0,949.5,1113.6,316.83
164,23531.0,21167.0,937.87,1114.4,311.17
165,23175.0,20833.0,925.08,1108.7,308.88
166,23565.0,21183.0,942.53,1125.6,313.54
167,23215.0,20869.0,925.99,1110.1,310.37
168,23420.0,21059.0,935.99,1114.2,310.71
169,23788.0,21394.0,947.04,1130.7,315.96
170,23248.0,20901.0,927.94,1108.7,310.16
171,23123.0,20786.0,928.61,1100.1,308.24
172,23391.0,21037.0,933.18,1113.6,307.58
173,23209.0,20862.0,925.33,1113.3,307.93
174,23195.0,20853.0,929.79,1105.4,306.91
175,23053.0,20731.0,917.6,1097.2,306.96
176,23097.0,20772.0,920.1,1100.8,304.42
177,23120.0,20800.0,921.12,1089.5,309.26
178,22843.0,20550.0,907.95,1083.6,301.55
179,22926.0,20598.0,914.11,1104.8,309.08
180,22712.0,20429.0,906.84,1077.1,299.16
181,22611.0,20327.0,904.66,1079.4,299.57
182,22551.0,20272.0,900.23,1081.3,298.1
183,22558.0,20292.0,896.34,1072.5,297.61
184,22489.0,20212.0,894.52,1083.6,299.08
185,22601.0,20315.0,903.16,1084.0,298.5
186,22110.0,19855.0,884.81,1073.3,297.33
187,22413.0,20151.0,892.44,1070.3,299.03
188,22689.0,20412.0,900.37,1079.1,297.46
189,22338.0,20093.0,887.78,1062.8,293.9
190,22001.0,19775.0,878.52,1056.3,291.51
191,22336.0,20089.0,892.18,1060.5,294.64
192,21909.0,19678.0,874.15,1065.1,292.1
193,21906.0,19675.0,874.94,1060.5,295.48
194,21666.0,19456.0,869.44,1050.2,290.48
195,21883.0,19659.0,874.8,1057.9,290.93
196,21662.0,19458.0,867.01,1045.8,291.47
197,21565.0,19378.0,859.8,1040.0,287.71
198,21618.0,19423.0,862.85,1042.1,290.58
199,21278.0,19104.0,851.48,1036.9,285.76
200,21418.0,19234.0,853.13,1043.5,287.45
201,21383.0,19199.0,853.61,1042.1,288.67
202,21391.0,19218.0,852.91,1033.9,286.32
203,21085.0,18937.0,838.58,1025.8,283.98
204,20824.0,18688.0,833.91,1019.6,282.16
205,20786.0,18646.0,833.75,1026.0,280.55
206,21072.0,18917.0,840.99,1031.4,282.88
207,20885.0,18748.0,834.88,1019.2,282.79
208,20876.0,18736.0,838.48,1021.3,280.21
209,20927.0,18784.0,834.79,1025.7,281.67
210,20553.0,18439.0,823.05,1012.9,278.57
211,20560.0,18453.0,820.63,1007.9,278.62
212,20419.0,18322.0,816.12,1003.5,277.35
213,20398.0,18307.0,816.92,996.44,276.82
214,20282.0,18197.0,813.34,996.67,274.96
215,20131.0,18052.0,806.1,996.02,276.95
216,20204.0,18116.0,806.52,1004.4,277.26
217,20129.0,18048.0,806.56,998.77,275.9
218,20145.0,18073.0,805.02,993.66,273.3
219,20073.0,18003.0,804.58,993.47,271.99
220,19719.0,17672.0,791.4,985.35,269.77
221,19849.0,17807.0,793.69,980.02,268.75
222,19946.0,17887.0,797.84,990.59,270.4
223,19580.0,17539.0,787.3,981.54,272.37
224,19673.0,17625.0,790.32,986.77,271.64
225,19406.0,17376.0,780.44,979.24,269.51
226,19421.0,17392.0,782.3,979.16,268.18
227,19062.0,17058.0,768.0,967.87,268.17
228,19219.0,17216.0,773.66,964.29,265.01
229,19165.0,17154.0,772.98,970.86,266.44
230,18999.0,17004.0,767.65,961.08,266.24
231,18940.0,16949.0,762.29,962.66,266.04
232,18938.0,16940.0,765.54,968.35,263.86
233,18821.0,16841.0,757.16,959.55,263.53
234,18961.0,16970.0,764.75,959.99,266.55
235,18696.0,16728.0,754.41,950.12,262.6
236,18559.0,16597.0,751.25,948.77,261.87
237,18639.0,16672.0,750.97,953.42,262.47
238,18456.0,16499.0,748.49,946.65,261.75
239,18447.0,16492.0,747.09,947.81,260.32
240,18336.0,16392.0,741.17,943.25,259.63
241,18085.0,16167.0,731.68,930.43,255.32
242,18289.0,16348.0,741.18,940.99,258.81
243,18139.0,16215.0,733.93,933.01,256.95
244,18031.0,16117.0,731.52,927.39,255.02
245,17985.0,16073.0,728.46,928.08,254.97
246,17852.0,15943.0,723.52,930.25,254.87
247,18032.0,16116.0,729.44,930.67,255.84
248,17807.0,15904.0,721.16,925.61,255.74
249,17657.0,15750.0,719.63,931.91,255.72
250,17717.0,15817.0,720.28,923.86,255.67
251,17757.0,15856.0,721.99,922.53,256.03
252,17435.0,15547.0,708.14,924.73,255.43
253,17540.0,15651.0,713.45,920.67,254.33
254,17374.0,15499.0,709.66,913.59,252.23
255,17301.0,15425.0,706.71,915.39,253.92
256,17167.0,15297.0,700.81,915.5,253.41
257,17382.0,15506.0,708.06,915.4,252.89
258,17194.0,15328.0,699.87,915.09,250.93
259,17148.0,15295.0,698.67,903.29,250.35
260,17188.0,15332.0,700.11,906.34,249.48
261,17199.0,15336.0,702.57,910.37,250.1
262,16893.0,15048.0,687.38,907.76,249.9
263,16785.0,14951.0,685.32,901.13,247.27
264,16858.0,15017.0,689.34,900.59,250.38
265,16814.0,14977.0,687.57,900.19,248.99
266,16801.0,14963.0,684.83,902.01,250.78
267,16741.0,14911.0,684.97,894.68,249.55
268,16573.0,14751.0,679.43,894.22,247.63
269,16672.0,14844.0,681.58,897.9,249.1
270,16712.0,14872.0,683.27,904.9,251.62
271,16530.0,14708.0,678.4,893.84,249.45
272,16507.0,14691.0,675.74,892.3,248.13
273,16469.0,14651.0,677.01,893.21,248.19
274,16471.0,14651.0,674.93,896.86,247.99
275,16287.0,14467.0,672.72,896.54,250.58
276,16238.0,14428.0,669.51,892.13,247.72
277,16348.0,14545.0,669.86,888.07,245.44
278,16270.0,14465.0,669.9,887.35,248.38
279,16260.0,14451.0,670.14,894.04,245.28
280,16400.0,14588.0,675.37,889.18,248.04
281,16299.0,14479.0,674.04,898.06,248.1
282,16245.0,14444.0,666.04,889.07,245.39
283,16240.0,14428.0,671.25,891.47,249.29
284,16189.0,14381.0,665.69,893.4,248.36
285,16186.0,14389.0,666.28,885.52,245.47
286,16128.0,14325.0,665.4,891.59,246.02
287,16008.0,14221.0,661.1,879.53,245.57
288,16018.0,14225.0,659.58,888.07,245.45
289,15986.0,14196.0,661.26,884.57,244.47
290,15967.0,14184.0,657.78,881.8,243.48
291,16062.0,14266.0,662.46,886.95,247.37
292,16027.0,14240.0,661.73,881.41,244.36
293,16038.0,14247.0,661.21,884.94,244.72
294,16118.0,14324.0,665.05,884.73,244.76
295,16035.0,14247.0,661.42,882.57,243.95
296,16060.0,14266.0,662.5,885.6,245.42
297,15971.0,14181.0,661.43,881.11,247.01
298,15889.0,14110.0,655.27,880.4,243.75
299,15991.0,14200.0,658.83,887.33,244.73
300,16106.0,14300.0,665.88,891.52,248.35
301,15983.0,14192.0,659.11,886.15,245.47
302,16245.0,14442.0,669.01,886.46,246.75
303,16224.0,14425.0,666.96,886.01,245.71
304,16306.0,14502.0,670.38,887.7,245.48
305,16734.0,14901.0,685.41,899.38,248.96
306,16940.0,15109.0,689.08,894.76,248.16
307,17129.0,15280.0,695.86,903.04,249.99
308,17305.0,15450.0,701.63,904.58,249.24
309,17450.0,15587.0,705.58,907.47,250.16
310,17720.0,15828.0,720.17,919.79,251.95
311,17932.0,16036.0,720.65,921.44,253.72
312,18126.0,16222.0,730.12,922.18,251.83
313,17949.0,16054.0,720.08,921.45,252.77
314,17849.0,15969.0,718.38,910.83,250.61
315,17836.0,15960.0,717.78,909.05,249.08
316,17860.0,15977.0,718.65,913.09,251.22
317,17794.0,15907.0,717.1,918.13,252.13
318,17886.0,16003.0,719.68,912.83,250.78
319,17763.0,15878.0,716.05,917.69,251.4
320,17714.0,15831.0,715.36,915.46,251.35
321,17553.0,15681.0,711.02,910.64,250.84
322,17756.0,15886.0,716.06,904.3,249.53
323,17744.0,15872.0,715.66,907.13,249.73
324,17857.0,15973.0,718.35,915.57,250.01
325,17711.0,15844.0,713.57,905.25,248.1
326,17431.0,15576.0,704.27,903.42,246.78
327,17660.0,15783.0,715.4,911.48,250.17
328,17548.0,15682.0,706.65,912.2,247.08
329,17652.0,15777.0,712.57,912.98,249.45
330,17656.0,15791.0,711.82,907.58,246.36
331,17580.0,15724.0,704.62,903.32,248.03
332,17526.0,15663.0,710.99,903.29,247.96
333,17449.0,15607.0,702.19,894.56,244.9
334,17492.0,15644.0,703.59,901.33,243.01
335,17721.0,15855.0,712.11,905.6,248.03
336,17779.0,15908.0,715.76,908.35,247.02
337,17272.0,15432.0,696.79,897.05,246.8
338,17364.0,15518.0,701.12,898.03,246.22
339,17418.0,15570.0,704.64,898.32,245.21
340,17237.0,15407.0,696.19,889.83,244.58
341,17383.0,15546.0,702.37,892.12,242.46
342,17140.0,15312.0,693.22,889.46,245.34
343,17296.0,15454.0,698.68,894.75,248.41
344,17088.0,15273.0,689.18,883.59,242.13
345,16997.0,15181.0,687.33,885.49,242.69
346,17163.0,15332.0,694.32,892.07,244.99
347,16891.0,15076.0,683.43,886.43,245.5
348,16950.0,15131.0,688.36,887.59,243.7
349,16949.0,15130.0,688.24,886.98,243.97
350,16995.0,15188.0,687.55,878.02,242.18
351,16918.0,15100.0,685.59,890.64,242.32
352,16971.0,15163.0,686.28,878.51,243.14
353,16894.0,15089.0,682.92,882.14,239.5
354,16789.0,14981.0,680.63,883.04,244.05
355,16688.0,14896.0,675.3,875.43,240.93
356,16934.0,15118.0,685.62,888.16,241.66
357,16738.0,14946.0,678.74,874.15,239.71
358,16850.0,15046.0,684.94,876.91,242.43
359,16656.0,14862.0,677.66,875.5,240.74
360,16545.0,14770.0,672.89,863.9,238.64
361,16548.0,14770.0,672.6,867.22,237.98
362,16552.0,14778.0,670.75,864.77,238.34
363,16581.0,14798.0,673.47,871.42,238.72
364,16454.0,14675.0,669.2,870.33,239.86
365,16336.0,14565.0,665.34,866.28,238.71
366,16270.0,14516.0,661.65,856.78,236.08
367,16238.0,14481.0,659.29,861.71,236.19
368,16274.0,14505.0,661.91,866.95,239.75
369,16302.0,14542.0,664.48,858.4,236.22
370,16304.0,14542.0,663.43,862.23,235.97
371,16241.0,14486.0,662.21,856.33,236.92
372,16242.0,14490.0,662.11,856.2,233.41
373,16158.0,14395.0,659.95,862.14,240.32
374,15977.0,14232.0,652.79,856.66,235.02
375,15878.0,14142.0,648.56,853.05,234.66
376,15968.0,14227.0,651.74,854.0,235.76
377,15889.0,14152.0,650.07,853.59,233.6
378,15887.0,14153.0,647.53,851.62,234.45
379,15793.0,14064.0,645.87,849.5,233.4
380,15897.0,14169.0,646.59,847.64,233.94
381,15827.0,14099.0,647.73,846.75,234.21
382,15860.0,14132.0,647.6,845.97,233.8
383,15645.0,13933.0,639.4,839.8,233.56
384,15676.0,13963.0,642.9,839.35,230.8
385,15577.0,13864.0,639.72,841.11,232.29
386,15545.0,13832.0,638.97,839.38,233.76
387,15506.0,13799.0,635.79,838.85,232.11
388,15648.0,13940.0,639.9,834.76,233.39
389,15536.0,13826.0,636.46,841.26,232.2
390,15382.0,13682.0,630.58,836.51,232.18
391,15354.0,13659.0,630.83,834.6,229.54
392,15367.0,13676.0,629.57,830.41,231.14
393,15351.0,13665.0,628.3,829.63,228.89
394,15339.0,13651.0,629.45,830.65,228.21
395,15174.0,13493.0,623.93,826.5,229.87
396,15233.0,13544.0,625.05,833.05,230.69
397,15199.0,13514.0,622.61,832.29,230.09
398,15128.0,13444.0,623.14,830.84,230.06
399,15061.0,13382.0,620.77,828.65,228.63
400,15141.0,13458.0,622.98,829.06,230.42
401,15096.0,13424.0,620.61,823.64,227.97
402,15011.0,13342.0,615.46,825.7,227.66
403,15084.0,13412.0,620.04,824.86,227.01
404,14897.0,13228.0,614.08,825.22,229.73
405,14969.0,13305.0,615.92,820.53,228.16
406,14852.0,13192.0,612.81,820.91,225.9
407,14835.0,13173.0,613.38,822.72,226.21
408,14771.0,13113.0,611.96,818.34,228.16
409,14746.0,13095.0,609.37,815.5,226.47
410,14805.0,13150.0,611.35,816.76,226.61
411,14627.0,12991.0,604.85,807.15,223.94
412,14718.0,13064.0,609.78,817.7,226.98
413,14678.0,13037.0,603.49,811.29,226.52
414,14593.0,12948.0,603.06,813.84,228.05
415,14639.0,12980.0,606.76,822.73,228.74
416,14592.0,12948.0,603.41,813.32,226.34
417,14570.0,12927.0,604.44,812.8,225.68
418,14662.0,13013.0,607.72,815.92,226.02
419,14614.0,12966.0,605.17,816.52,226.99
420,14500.0,12858.0,599.57,816.8,225.16
421,14614.0,12971.0,604.09,813.11,225.95
422,14594.0,12952.0,602.96,811.36,227.49
423,14373.0,12747.0,594.97,807.33,223.69
424,14556.0,12917.0,601.44,811.65,226.27
425,14477.0,12834.0,602.16,813.76,227.21
426,14494.0,12847.0,601.1,817.67,228.38
427,14422.0,12792.0,598.83,807.46,222.84
428,14334.0,12705.0,597.01,807.21,225.06
429,14300.0,12670.0,595.54,808.16,225.67
430,14386.0,12758.0,597.31,805.41,224.93
431,14278.0,12658.0,592.25,803.85,223.59
432,14468.0,12834.0,599.63,809.6,224.69
433,14286.0,12661.0,593.58,806.4,224.87
434,14170.0,12547.0,590.91,808.25,223.46
435,14091.0,12471.0,587.89,807.93,223.99
436,14323.0,12698.0,596.74,804.61,223.99
437,14425.0,12790.0,599.94,810.53,224.91
438,14411.0,12771.0,599.64,812.42,228.57
439,14297.0,12668.0,593.88,808.17,226.63
440,14281.0,12655.0,590.46,813.3,222.17
441,14390.0,12755.0,599.37,809.67,226.17
442,14376.0,12743.0,595.83,812.27,224.87
443,14321.0,12696.0,595.13,806.72,223.61
444,14288.0,12662.0,594.14,808.27,223.66
445,14298.0,12671.0,593.99,807.55,225.76
446,14140.0,12520.0,591.06,805.14,223.47
447,14192.0,12574.0,591.36,803.7,222.95
448,14220.0,12597.0,592.17,806.4,224.94
449,14453.0,12812.0,599.8,815.83,225.05
450,14264.0,12633.0,595.66,810.04,224.51
451,14174.0,12560.0,589.67,799.48,224.56
452,14315.0,12686.0,596.61,807.23,224.55
453,14289.0,12663.0,593.22,808.31,225.15
454,14335.0,12709.0,593.57,807.08,224.82
455,14651.0,13007.0,605.89,813.43,224.79
456,14578.0,12945.0,600.86,808.35,224.18
457,14747.0,13099.0,605.12,817.47,224.6
458,14994.0,13321.0,616.22,828.35,228.62
459,15006.0,13341.0,617.22,822.52,225.99
460,15080.0,13418.0,617.55,818.75,225.93
461,15102.0,13439.0,618.9,819.06,225.11
462,15324.0,13635.0,628.73,831.2,228.71
463,15349.0,13659.0,628.59,830.6,230.07
464,15313.0,13630.0,628.08,826.23,228.68
465,15203.0,13527.0,622.13,826.0,228.05
466,15147.0,13476.0,620.99,822.76,227.05
467,15131.0,13467.0,619.38,818.17,226.0
468,15423.0,13730.0,632.12,831.28,229.96
469,15343.0,13666.0,625.58,822.49,228.46
470,15270.0,13581.0,626.15,832.62,230.53
471,15172.0,13500.0,622.82,822.1,227.15
472,15171.0,13507.0,621.96,816.8,225.07
473,15260.0,13593.0,623.6,817.34,225.83
474,15120.0,13462.0,620.01,813.32,225.34
475,15212.0,13545.0,622.56,818.95,225.27
476,15290.0,13622.0,624.49,818.15,225.37
477,15148.0,13483.0,621.08,817.18,227.17
478,15186.0,13523.0,621.71,813.6,227.29
479,15230.0,13556.0,622.87,823.73,226.91
480,15026.0,13370.0,615.85,814.89,225.8
481,15029.0,13371.0,616.2,817.24,224.32
482,15123.0,13469.0,616.35,814.04,223.74
483,15067.0,13412.0,615.73,815.18,224.18
484,15191.0,13523.0,623.87,818.12,226.1
485,15041.0,13384.0,616.98,816.26,223.41
486,14974.0,13316.0,614.37,815.8,227.99
487,15067.0,13409.0,617.63,814.27,225.46
488,14998.0,13356.0,615.2,806.23,220.53
489,15234.0,13563.0,626.32,818.76,226.24
490,14790.0,13148.0,609.87,808.1,223.92
491,14850.0,13209.0,609.88,807.45,222.98
492,14865.0,13223.0,610.47,808.3,223.21
493,14848.0,13206.0,610.06,809.42,223.03
494,14919.0,13271.0,614.12,811.66,222.23
495,14874.0,13225.0,611.12,813.08,224.51
496,14871.0,13232.0,610.76,805.85,221.87
497,14758.0,13119.0,607.33,808.42,223.06
498,14908.0,13267.0,612.04,806.91,222.73
499,14830.0,13191.0,611.94,804.79,222.59
500,14789.0,13153.0,606.61,807.11,222.17
501,14607.0,12974.0,602.17,808.12,222.6
502,14835.0,13199.0,608.4,805.0,221.93
503,14735.0,13098.0,606.51,809.45,221.95
504,14713.0,13082.0,605.87,805.12,220.78
505,14679.0,13046.0,604.99,804.82,223.16
506,14504.0,12882.0,598.95,801.72,221.88
507,14700.0,13073.0,604.45,800.9,221.68
508,14523.0,12905.0,596.67,800.64,220.88
509,14670.0,13052.0,602.56,795.37,219.72
510,14628.0,13005.0,602.5,797.64,222.61
511,14599.0,12975.0,601.63,801.26,220.69
512,14657.0,13039.0,601.29,795.58,220.69
513,14586.0,12973.0,598.9,794.92,219.68
514,14425.0,12812.0,594.25,797.58,220.72
515,14499.0,12882.0,598.49,799.29,219.03
516,14444.0,12825.0,597.56,800.76,220.79
517,14481.0,12866.0,596.51,798.35,220.47
518,14430.0,12815.0,596.17,798.71,220.47
519,14467.0,12852.0,594.97,799.24,221.23
520,14542.0,12924.0,601.11,796.26,219.94
521,14511.0,12895.0,599.11,797.48,219.86
522,14479.0,12872.0,595.79,792.21,218.82
523,14415.0,12800.0,595.27,797.75,221.68
524,14300.0,12693.0,594.43,793.82,219.0
525,14197.0,12604.0,586.27,788.25,218.95
526,14357.0,12754.0,593.09,791.06,218.76
527,14245.0,12649.0,587.16,790.38,218.17
528,14321.0,12725.0,589.96,788.83,218.04
529,14283.0,12683.0,592.03,787.91,220.05
530,14176.0,12576.0,587.82,793.03,219.1
531,14137.0,12548.0,583.83,787.5,218.25
532,14158.0,12563.0,586.75,790.69,217.35
533,14191.0,12603.0,586.85,783.51,217.71
534,14133.0,12548.0,584.74,782.07,218.07
535,14094.0,12514.0,580.97,781.53,217.68
536,13976.0,12400.0,578.82,779.98,217.18
537,14064.0,12489.0,581.25,777.71,216.16
538,13903.0,12334.0,577.79,775.67,215.78
539,14100.0,12509.0,586.9,786.1,218.13
540,14094.0,12503.0,584.74,788.54,218.17
541,14060.0,12476.0,581.82,784.12,217.65
542,13913.0,12343.0,576.01,778.34,215.96
543,13910.0,12334.0,577.25,782.58,216.26
544,13864.0,12284.0,575.94,784.41,219.04
545,14021.0,12438.0,581.89,783.76,217.45
546,13839.0,12280.0,573.0,770.61,215.9
547,13867.0,12294.0,576.12,780.52,216.62
548,13766.0,12200.0,571.76,777.1,216.33
549,13824.0,12252.0,573.19,782.71,216.8
550,13909.0,12332.0,577.76,782.38,216.93
551,13866.0,12297.0,574.4,777.53,217.12
552,13855.0,12280.0,576.29,782.34,216.21
553,13853.0,12284.0,575.27,776.73,216.2
554,13837.0,12266.0,576.01,779.55,215.88
555,13628.0,12071.0,566.59,774.77,215.19
556,13901.0,12320.0,578.48,784.6,217.81
557,13594.0,12043.0,566.0,771.83,213.82
558,13657.0,12092.0,570.39,778.17,216.84
559,13658.0,12099.0,568.47,774.49,215.6
560,13772.0,12203.0,573.92,777.57,217.25
561,13714.0,12156.0,569.74,773.51,214.45
562,13688.0,12128.0,568.68,774.76,216.66
563,13556.0,12004.0,566.55,771.71,214.14
564,13608.0,12055.0,567.76,771.84,213.62
565,13642.0,12085.0,567.59,773.38,216.27
566,13509.0,11967.0,559.91,767.73,214.18
567,13529.0,11974.0,564.65,773.85,216.74
568,13580.0,12027.0,565.44,771.81,215.79
569,13445.0,11899.0,561.92,770.85,213.19
