epoch,total,score,position,dimension,angle
123,21301.0,19077.0,866.89,1063.4,293.16
124,21003.0,18803.0,854.28,1056.8,288.58
125,20992.0,18795.0,854.03,1053.8,288.72
126,21035.0,18821.0,856.85,1065.1,292.7
127,20781.0,18597.0,846.01,1050.0,287.64
128,20917.0,18717.0,850.35,1058.4,291.81
129,20688.0,18510.0,842.11,1049.3,286.63
130,20666.0,18481.0,843.97,1053.7,287.88
131,20614.0,18436.0,839.34,1051.2,287.41
132,20614.0,18432.0,839.0,1054.0,288.38
133,20427.0,18259.0,835.12,1048.4,284.43
134,20620.0,18444.0,839.94,1049.6,286.45
135,20341.0,18174.0,831.21,1047.7,288.12
136,20320.0,18169.0,827.82,1039.9,282.96
137,20254.0,18098.0,829.34,1042.8,283.55
138,20314.0,18147.0,831.89,1048.4,286.74
139,20345.0,18178.0,830.37,1051.4,285.39
140,20386.0,18218.0,832.46,1048.6,286.39
141,20295.0,18140.0,828.52,1042.3,284.16
142,20167.0,18026.0,821.0,1039.7,280.34
143,20354.0,18198.0,830.1,1041.4,284.45
144,20202.0,18057.0,823.7,1038.4,283.28
145,20187.0,18034.0,824.96,1044.1,284.41
146,20293.0,18129.0,830.94,1047.2,285.9
147,20126.0,17982.0,821.89,1039.5,282.48
148,20194.0,18041.0,826.94,1040.6,285.08
149,20265.0,18108.0,829.44,1042.7,284.87
150,20257.0,18102.0,826.27,1045.5,283.1
151,20316.0,18151.0,832.48,1046.4,286.23
152,20291.0,18133.0,830.04,1042.5,285.12
153,20243.0,18090.0,827.03,1042.7,282.53
154,20245.0,18094.0,828.12,1039.4,283.88
155,20321.0,18156.0,832.1,1048.0,285.5
156,20318.0,18149.0,830.98,1052.3,286.1
157,20239.0,18080.0,827.0,1047.0,285.64
158,20314.0,18153.0,829.52,1046.1,284.98
159,20297.0,18131.0,831.68,1048.3,286.23
160,20332.0,18171.0,831.68,1044.8,284.09
161,20324.0,18159.0,831.9,1047.2,285.79
162,20219.0,18057.0,826.55,1049.8,286.33
163,20231.0,18078.0,826.62,1043.1,283.27
164,20436.0,18259.0,835.48,1054.1,287.07
165,20381.0,18215.0,831.12,1049.0,285.91
166,20117.0,17975.0,822.58,1034.8,284.77
167,20281.0,18131.0,829.08,1037.3,283.75
168,20284.0,18120.0,827.34,1050.3,286.04
169,20349.0,18193.0,831.6,1041.5,283.65
170,20357.0,18200.0,829.55,1043.5,283.72
171,20261.0,18108.0,826.51,1042.5,283.57
172,20377.0,18219.0,832.18,1040.2,285.88
173,20461.0,18295.0,832.73,1047.1,286.71
174,20278.0,18124.0,830.99,1040.1,282.44
175,20556.0,18374.0,836.5,1058.4,287.25
176,20483.0,18319.0,833.73,1046.2,283.89
177,20614.0,18438.0,838.15,1050.5,286.98
178,20343.0,18192.0,829.34,1039.2,282.93
179,20666.0,18488.0,839.42,1049.8,288.28
180,20630.0,18457.0,837.09,1050.0,286.35
181,20647.0,18475.0,840.21,1045.9,285.97
182,20585.0,18411.0,838.28,1049.2,286.27
183,20655.0,18485.0,838.21,1048.7,283.29
184,20537.0,18376.0,831.79,1046.2,282.78
185,20550.0,18391.0,835.93,1040.8,281.96
186,20700.0,18527.0,841.64,1047.9,283.01
187,20882.0,18707.0,842.43,1046.9,285.06
188,20995.0,18802.0,850.5,1054.9,287.23
189,20855.0,18674.0,842.14,1052.2,286.48
190,20947.0,18765.0,847.14,1050.1,284.63
191,20920.0,18734.0,843.43,1056.5,286.08
192,20846.0,18667.0,844.93,1049.3,284.94
193,21120.0,18927.0,853.26,1054.3,285.9
194,20984.0,18793.0,849.96,1053.3,287.56
195,20924.0,18745.0,843.15,1052.1,283.35
196,21156.0,18971.0,850.19,1052.8,282.28
197,21378.0,19172.0,859.24,1061.5,285.12
198,21060.0,18880.0,852.38,1046.5,281.42
199,21278.0,19089.0,854.31,1051.1,283.34
200,21173.0,18989.0,849.87,1050.3,283.46
201,21165.0,18982.0,850.96,1047.8,283.82
202,21487.0,19284.0,860.22,1056.9,285.54
203,21331.0,19136.0,854.33,1055.0,285.07
204,21376.0,19181.0,859.64,1050.5,284.14
205,21555.0,19349.0,864.06,1057.5,284.03
206,21589.0,19379.0,866.0,1060.9,283.41
207,21491.0,19273.0,864.07,1064.1,290.2
208,21388.0,19200.0,853.63,1050.5,284.0
209,21799.0,19579.0,871.24,1063.1,285.97
210,21641.0,19430.0,866.79,1057.2,286.3
211,21511.0,19312.0,862.22,1053.2,284.02
212,21928.0,19696.0,875.39,1066.2,289.91
213,21946.0,19726.0,871.7,1064.7,283.56
214,22211.0,19960.0,883.19,1079.7,288.15
215,21878.0,19658.0,871.69,1062.9,285.3
216,21913.0,19687.0,870.45,1069.9,285.75
217,22073.0,19852.0,875.95,1060.0,285.9
218,21999.0,19773.0,875.18,1063.4,287.25
219,21818.0,19610.0,871.6,1054.7,282.32
220,22152.0,19924.0,881.23,1058.2,288.01
221,22122.0,19902.0,878.33,1057.4,284.31
222,22297.0,20059.0,882.04,1067.9,287.69
223,22476.0,20226.0,893.78,1069.2,286.32
224,22356.0,20137.0,878.41,1059.2,282.02
225,22375.0,20132.0,885.35,1071.4,286.99
226,22457.0,20214.0,889.63,1066.8,287.11
227,22637.0,20368.0,895.23,1087.3,286.56
228,22421.0,20180.0,892.69,1062.1,285.61
229,22342.0,20103.0,885.83,1067.0,286.91
230,22245.0,20015.0,883.23,1061.3,286.1
231,22667.0,20419.0,893.01,1070.4,284.27
232,22529.0,20292.0,889.25,1063.6,283.98
233,22467.0,20223.0,889.36,1071.8,283.27
234,22751.0,20482.0,899.2,1084.0,286.19
235,22790.0,20532.0,898.86,1075.8,282.89
236,22510.0,20272.0,888.97,1066.7,281.55
